,name,id1,id2,price_per_L,gender,page,url,description,other_text
88,"Spirit of golden blush, EdP 30 ml",156041,9120112227919,116.33,women,1,https://www.rossmann.de/de/pflege-und-duft-spirit-spirit-of-golden-blush-edp-30-ml/p/9120112227919,Betörend und einzigartig - Das sinnlich-charmante Eau de Parfum SPIRIT of golden blush verzaubert und entführt in eine Welt voller Eleganz und Anmut. ,"<ul><li><b>Zielgruppe: f</b>ür Sie</li><li><b>Kopfnote:</b> Bergamotte, Birne, Ingwer</li><li><b>Herznote: </b>Tuberose, Jasmin, Rose</li><li><b>Basisnote: </b>Vanille, Praline, Kaschmirholz</li><li><b>Duftfamilie:</b> blumig</li></ul>"
89,"Bite me, EdP 50 ml",125278,9120112224512,359.8,women,1,https://www.rossmann.de/de/pflege-und-duft-naomi-jon-bite-me-edp-50-ml/p/9120112224512,"Das Eau de Parfum BITE ME von Naomi Jon ist nicht nur ein unglaublich kraftvoller Duft mit viel Leidenschaft, sondern gleichzeitig auch eine Hommage an die Weiblichkeit mit ihrem ganzen Facettenreichtum. Der Duft wurde inspiriert von der einzigartigen Naomi Jon, die mit ihrer selbstbewussten und außergewöhnlichen Art ein starkes Vorbild für andere Frauen ist. Intensives Rot unterstreicht mit verführerischen Gourmand Noten die starke Duftkreation und erweckt die glühende Leidenschaft seiner Trägerin. ","<ul><li><b>Zielgruppe</b>: Für Sie</li><li><b>Kopfnote</b>: Orange, Apfel </li><li><b>Herznote</b>: Jasmin, Teakholz, Praline</li><li><b>Basisnote</b>: Moos, Amber, Moschus</li><li><b>Duftfamilie</b>: oriental</li></ul>"
90,"Miss Dream, EdP 100 ml",033620,5901832066071,89.9,women,1,https://www.rossmann.de/de/pflege-und-duft-la-rive-miss-dream-edp-100-ml/p/5901832066071,"Wenn Du den Augenblick so verzaubern möchtest, das es Dich an Deinen schönsten Traum erinnert, kannst Du es durch die Magie des Duftes tun! Spüre, wie die Noten der Aromen von MISS DREAM auf außergewöhnliche Weise Deine Sinne beeinflussen, belebt durch die saftige Energie der exotischen Früchte, schwarzer Johannisbeere und Bergamotte. Beobachte, wie die Umgebung reagiert… und verrate niemandem das Geheimnis, denn Du bist das Geheimnis und MISS DREAM – Dein Traumduft! ",
91,"Le Bain, EdP 40 ml",952897,3414206000158,862.25,women,1,https://www.rossmann.de/de/pflege-und-duft-joop-le-bain-edp-40-ml/p/3414206000158,"Für Frauen bestimmt, die die leichten Düfte lieben und sich nach reiner Eleganz mit einem sinnlichen Hauch von raffinierter Schönheit sehnen ","<ul><li>Kopf: Orangenbaumblüte, Zitrone, Bergamotte, Aldehyde</li><li>Herz: Jasmin, Rose, Sandelholz, Maiglöckchen, Zeder</li><li>Grund: Bernstein, Tonkabohnen, Patchouli, Vanille, Moschus</li><li>Duftfamilien: blumig, orientalisch</li></ul>"
92,"Seductive for Women, Fragrance Mist 250ml",123970,0085715320162,35.96,women,1,https://www.rossmann.de/de/pflege-und-duft-guess-seductive-for-women-fragrance-mist-250ml/p/0085715320162,"GUESS Seductive for Women ist ein glamouröser, blumig holziger Duft, der berauschend wirkt - leicht, sexy funkelnd mit einem Hauch von Sinnlichkeit und doch einzigartig. Die verführerischen Noten sind so betörend, dass nur wenige widerstehen können. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Bergamotte, Schwarze Beere, Birne</li><li><b>Herznote: </b>Organgeblüte, Jasmine</li><li><b>Basisnote: </b>Vanille, Sandelholz</li><li><b>Duftfamilie: </b>floral, holzig</li></ul>"
93,"Black Woman, EdT 30 ml",164004,3616305169068,566.33,women,1,https://www.rossmann.de/de/pflege-und-duft-mexx-black-woman-edt-30-ml/p/3616305169068,"Verführerische Sinnlichkeit und weibliche Eleganz: Das Mexx Black Woman Eau de Toilette ist ein fesselnd-intensiver Duft für Frauen aus blumigen und saftig-süßen Noten. Die betörende Duftkomposition startet in der Kopfnote mit einem üppigen Blumenbouquet aus Pfingstrose, Ingwerblüte, Ringelblume und Freesie, welches in einer saftigen Herznote aus Litschi, Birne und Aprikose aufgeht, die mit einem fruchtigen Lotus-Akkord und weichem Sandelholz verwoben ist. Die beruhigende Basisnote bilden Vanille, Sandelholz und Amber. Das unwiderstehliche Mexx Black Woman Eau de Toilette passt zu jeder Gelegenheit, eignet sich aber besonders für einen aufregenden Abend. Die Duftkomposition überzeigt mit neuer, veganer Formel und reduzierter Verpackung mit FSC-zertifizierten Materialien. In dem eleganten, rechteckigen Glasflakon mit schwarzen Ombre-Design kommt der betörende Duft besonders gut zur Geltung. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Pfingstrose, Ingwerblüte, Ringelblume, Freesie</li><li><b>Herznote:</b> Litschi, Birne, Aprikose</li><li><b>Basisnote:</b> Lotus-Akkord, Sandelholz, Amber</li><li><b>Duftfamilie:</b> blumig-süß</li></ul>"
94,XTina EdP 30 ml,145313,0719346295499,466.33,women,1,https://www.rossmann.de/de/pflege-und-duft-christina-aguilera-xtina-edp-30-ml/p/0719346295499,"Mutig. Dynamisch. Transformativ. Christina Aguilera Xtina ist ein gewagter Eau de Parfum-Duft, der dich auf Christinas feurige und furchtlose Reise einlädt, dich zu bewegen, zu erforschen und zu verwandeln. Eine intime Anspielung auf ihren Spitznamen, ihren persönlichen Schmuck und ihr charakteristisches Rot, ist Xtina Christinas neuer Duft für heute. Die persönliche Entwicklung von Christina, die sich frei, kraftvoll und strahlend weiblich anfühlt hört nie auf und wird jetzt enthüllt. Der schlichte Flakon ist mit ihrem ikonischen X geschmückt. Mit der Kette und dem Charme*, die von ihrem eigenen Schmuck inspiriert sind, zeigt Christina ihre private Seite der Frau, die sie geworden ist. Zapfe die Energie und die unerschütterliche Superstar-Power an, um dich zu verwandeln, ohne den Weg zu verlieren. Das X markiert immer deinen Platz. Xtina. Entfache die Transformation. Inspiriert von Christinas Leidenschaft und Charisma ist Christina Aguilera Xtina ein dynamischer, blumiger, holzig-fruchtiger Duft für die energiegeladene und progressive Frau, die mit ihrer Duftsignatur ein gewagtes florales Statement setzen möchte. Prickelnde Himbeere, schwarze Johannisbeere und Bosc-Birne wecken die Sinne und sorgen für einen frischen ersten Eindruck. Gezuckerte Rosenblüten, Jasmin-Absolue und Veilchenblatt bilden ein aromatisches Blumenbouquet, während Patchouli, Eichenmoos, Bernstein und Moschus eine holzige Wärme für eine süchtig machende Spur der Verführung liefern. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote:</b> Prickelnde Himbeere, schwarze Johannisbeere &amp; Bosc-Birne</li><li><b>Herznote:</b> Gezuckerte Rosenblüten, Jasmin-Absolue &amp; Veilchenblatt</li><li><b>Basisnote: </b>Patchouli, Eichenmoos, Bernstein, Moschus</li></ul>"
95,"Shiny Facets, EdP 50 ml",145353,4022343084000,239.8,women,1,https://www.rossmann.de/de/pflege-und-duft-twenty4tim-shiny-facets-edp-50-ml/p/4022343084000,,<ul><li>dermatologisch getestet</li><li>tierversuchsfrei</li><li>vegan<br/> <br/></li></ul>
96,"Midnight Guilt, Body Mist 250 ml",139586,5050456006427,23.96,women,1,https://www.rossmann.de/de/pflege-und-duft-playboy-midnight-guilt-body-mist-250-ml/p/5050456006427,"Die angesagte Playboy Squad ist um eine neues Mitglied reicher – Midnight Guilt! Der vegane, blumig-fruchtige Chypre-Duft ist der Duft des Partygirls der Playboy Squad. Midnight Guilt ist ein köstlicher, fruchtiger Duft, der mit süßen Waldbeeren eröffnet und sich mit Noten von aufgeschlagener Vanille und kandierten Rosen verbindet. Midnight Guilt wird dich dazu inspirieren, dich dem Nervenkitzel der Nacht hinzugeben, damit du dich glamourös und bereit für die Nacht fühlst! ",
97,"Dangerous Woman, EdT 50 ml",096559,3616301641339,279.8,women,1,https://www.rossmann.de/de/pflege-und-duft-bruno-banani-dangerous-woman-edt-50-ml/p/3616301641339,"Wenn sie den Raum betritt, sind alle Blicke auf sie gerichtet: Die Dangerous Woman. Mit dem bruno banani Parfüm die sexy und gefährliche Seite ausspielen - für alle Ladies, die wissen, was sie wollen. Die Kopfnote aus saftiger Johannisbeere sorgt für einen leicht fruchtigen Kick und wird durch die Herznote mit zarten Blüten und sinnlicher Kokosmilch verführerisch abgerundet. Noch anziehender wird das Damen Parfüm durch die besondere Basisnote mit Heliotrop, köstlich-cremigen Gourmandnoten und Vanille Absolue. Das typisch asymmetrische Design des Flakons und die auffällige pink-schwarze Farbgestaltung rufen die mysteriöse Seite einer Frau hervor. bruno banani - Not for everybody! Nonkonform, individuell und trendig: Der Chemnitzer Unterwäschen- und Dessoushersteller bruno banani ist seit seinen Anfängen 1994 aus der deutschen Modebranche nicht mehr wegzudenken. Seit mehr als 20 Jahren steht das Unternehmen für Qualität und Exklusivität. Neben hochwertiger Unterwäsche ist die Kultmarke auch für unwiderstehlich aufregende Düfte und einzigartige Accessoires bekannt - gemacht für Individualisten! ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Johannisbeere</li><li><b>Herznote</b>: zarte Blüten, Kokosmilch</li><li><b>Basisnote</b>: Heliotrop, Gourmandnoten, Vanille Absolue</li><li><b>Duftfamilie</b>: fruchtig</li></ul>"
98,"Woman N°2, EdT 20 ml",134192,4011700352456,449.5,women,1,https://www.rossmann.de/de/pflege-und-duft-betty-barclay-woman-n2-edt-20-ml/p/4011700352456,"Betty Barclay Woman N°2 unterstreicht die kühle und zugleich feminine Sinnlichkeit der Frauen, die ihren eigenen, ganz individuellen Stil pflegen und ihre Ziele nicht aus den Augen verlieren. Ein unvergleichlicher Duft, der das moderne Lebensgefühl der Frau betont. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Veilchenblätter, Weißer Moschus, Sandelholz</li><li><b>Herznote:</b> Bergamotte, Rosenholz</li><li><b>Basisnote:</b> Amber, Bourbon Vanille, Zedernholz</li><li><b>Duftfamilie:</b> blumig, orientalisch</li></ul>"
99,"Cool Water Sea Rose, EdT 30 ml",040990,3607347462620,566.33,women,1,https://www.rossmann.de/de/pflege-und-duft-davidoff-cool-water-sea-rose-edt-30-ml/p/3607347462620,"Davidoff Cool Water Woman Sea Rose ist ein außergewöhnlich sanfter Damen-Duft, der Reinheit und Spontanität zelebriert. Er symbolisiert die unveränderliche Schönheit einer romantischen Frau. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Birne, Veilchen</li><li><b>Herznote</b>: rosa Pfingstrose, Freesie</li><li><b>Basisnote</b>: Moschus, Zedernholz</li><li><b>Duftfamilien:</b> blumig</li></ul>"
100,"Sunset Blossom, Body Mist 250ml",133537,3616304077364,31.96,women,1,https://www.rossmann.de/de/pflege-und-duft-bruno-banani-sunset-blossom-body-mist-250ml/p/3616304077364,"Die Goldene Stunde – wenn die Sonne nach einem ausgelassen fröhlichen Sommertag tiefer am Horizont steht und die Welt mit ihren sanften, warmen Strahlen in ein atemberaubend goldenes Licht taucht, senkt sich das hitzige Temperament des Sommers und macht seliger Gelassenheit Platz. Das ist der Duft von bruno banani Sunset Blossom Body Splash! Die fruchtige Süße aus Orangenöl und Akkorden von saftiger Birne und rotem, gefrorenen Sorbet erinnern noch an den ausgelassenen Tag, während sich schon der strahlende Duft nachtblühender Blüten von Jasmin und Vanille ausbreitet. Virginia Kokosmilch und das Aroma wärmenden Zedernholzöls lassen schon den tropischen Abend anklingen. bruno banani Sunset Blossom Body Splash ist ein sommerlich leichtes Körperspray, das auf Haut und Haaren getragen werden kann. Ob allein, als zarte Dufterfrischung für unterwegs oder fürs kreative Duft-Layering – Sunset Blossom sorgt für das ultimativ romantische Beach-Feeling. ","<ul><li>Zielgruppe: für Sie</li><li>Kopfnote: Orangenöl, Birnen-Akkord, rote gefrorene Sorbet-Akkorde</li><li>Herznote: Blühender Jasmin und Solar-Akkorde</li><li>Basisnote: Zedernholzöl, Virginia Kokosnussmilch und Vanille-Akkorde</li><li>Duftfamilie: Floral Ambery</li></ul>"
101,"moonlight bloom, EdP 30 ml",104586,0719346251228,466.33,women,1,https://www.rossmann.de/de/pflege-und-duft-christina-aguilera-moonlight-bloom-edp-30-ml/p/0719346251228,"Tiefsinnig. Geheimnisvoll. Selbstbewusst. Ein opulenter, blumiger Duft für alle die, wie Christina Aguilera selbst, bei Nacht lebendig werden und spüren wie im Mondschein ein faszinierender Hauch von Mystik erblüht. Nutze die Kraft des verführerischen Dufts von nachtblühenden Blumen und fühle dich wie Christina: voller Schönheit, Selbstvertrauen und kreativer Energie, die nach Mitternacht ihren Höhepunkt erreicht. Entfessle die bezaubernde Anziehungskraft des Mondes mit diesem provokativen Parfüm. Mutig und betörend besticht Moonlight Bloom mit einer opulenten Verschmelzung von provokativen nachtblühenden Blumen und dunklen Früchten. Pflaume, schwarze Johannisbeere und samtige Dahlie ziehen dich sofort in ihren Bann, während süßer, nachtblühender Jasmin, burgunderrote Rose und Narzisse Romantik im Herzen versprühen. Dunkle Ambrettesamen verleihen eine warme Tiefe, gepaart mit der Kombination aus cremigem Sandelholz und transparentem Moschus entsteht eine sinnliche, langanhaltende Magie im Mondschein. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Pflaume, Johannisbeere, Dahlie</li><li><b>Herznote</b>: Jasmin, Rose, Narzisse</li><li><b>Basisnote</b>: Ambrettesamen, Sandelholz, Moschus</li><li><b>Duftfamilie</b>: floral-orientalisch</li></ul>"
102,"Hammam, EdT 100 ml",156930,8008970059488,84.9,women,1,https://www.rossmann.de/de/pflege-und-duft-tesori-doriente-hammam-edt-100-ml/p/8008970059488,"Hammam - ein sinnliches Wellness- und Schönheitsritual aus dem Orient. Umhüllen Sie sich mit dem sinnlichen Duft nach Orangenblüten in Verbindung mit würzigen Noten. Ein orientalisch-blumiger Duft, verziert mit dem Schönheitselixier Argan. Dieses Parfum enthält die Sinnlichkeit von Jasmin, die Helligkeit der Orangenblüte und die Frische der Clementine, die gemeinsam einen einzigartigen Duft zum Leben erwecken - intensiv und unverwechselbar. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Mandarine, Zitrone, Mandelblüte</li><li><b>Herznote: </b>Orangenblüte, Jasmin</li><li><b>Basisnote:</b> Vanille, holzige Noten, Amber, Musk</li><li><b>Duftnote: </b>orientalisch</li></ul>"
103,"Fiery Love, Body Mist 250 ml",155503,5050456008162,23.96,women,1,https://www.rossmann.de/de/pflege-und-duft-playboy-fiery-love-body-mist-250-ml/p/5050456008162,"Entfessel deine feurige Seite mit dem Playboy Body Mist Fiery Love von Playboy mit zugesetztem Vitamin E. Saftige Beeren, rote Rosen und samtige Hölzer vereinen sich zu einer Duftkombination, die für Leidenschaft und Liebe steht. Süße, fruchtige Noten von Himbeere und Kirsche treffen auf gourmandige Noten von Tonkabohne und Cashmeran. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Duftrichtung:</b> orientalisch, fruchtig, holzig</li></ul>"
104,"Coco Vanilla, EdP 50 ml",134601,9120112225809,299.8,women,1,https://www.rossmann.de/de/pflege-und-duft-nature-blossom-coco-vanilla-edp-50-ml/p/9120112225809,"Köstliche Kokosnuss küsst wärmende Bourbon-Vanille! Das natürliche Eau de Parfum Nature Blossom COCO VANILLA legt sich wie ein sanfter Schleier aus wärmender Bourbon-Vanille und cremiger Kokosnussmilch um seine Trägerin. Eine Symphonie aus köstlichen Gourmandnoten von exquisiter Vanille, cremiger Kokosnussmilch und beruhigendem Sandelholz verschmilzt mit floralen Akkorden von belebender Kirsch- und Orangenblüte und unterstreicht die natürliche Schönheit. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Orange, Kirschblüte</li><li><b>Herznote:</b> Heliotrop, Kokosnussmilch</li><li><b>Basisnote: </b>Vanille, Sandelholz, Praline</li><li><b>Duftfamilie:</b> blumig, orientalisch</li><li>100% natürlichen Ursprungs</li><li>100% vegan</li><li>ohne Farb- und Konservierungsstoffe</li><li>ohne Parabene und Mineralöle</li></ul>"
105,"Edición Felicidad, EdP 50 ml",127461,4044794720023,299.8,women,1,https://www.rossmann.de/de/pflege-und-duft-jorge-gonzalez-by-glamour-und-heels-edicion-felicidad-edp-50-ml/p/4044794720023,"Jorge González by Glamour & Heels – Edición Felicidad im rosefarbenem High Heel ist eine verführerische Kreation aus weichen Noten wie Ylang-Ylang oder der Casablanca Lilie und intensiven Tönen wie Sandelholz und Amber. Abgerundet durch frische Nuancen von Bergamotte und Orangenblüte hat dieser Duft Suchtpotenzial – Man(n) will mehr! Kopfnote: Bergamotte Herznote: Ylang-Ylang, Casablanca Lilie, Orangenblüte Basisnote: Amber, Vanille, Sandelholz ","<ul><li><b>Zielgruppe</b>: für Sie  </li><li><b>Kopfnote</b>: Bergamotte</li><li><b>Herznote</b>: Ylang-Ylang, Casablanca Lilie, Orangenblüte</li><li><b>Basisnote</b>: Amber, Vanille, Sandelholz</li><li><b>Duftfamilie</b>: blumig</li></ul>"
106,"Precious Moments, EdT 20 ml",519298,4011700369003,599.5,women,1,https://www.rossmann.de/de/pflege-und-duft-betty-barclay-precious-moments-edt-20-ml/p/4011700369003,"Ein Eau de Toilette mit dem fruchtig-floralen, sinnlich-femininen Duft Betty Barclay Precious Moments. Ein Duft, der seine Trägerin wie einen Diamanten in den unterschiedlichsten Facetten und stets voller Brillanz strahlen lässt. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Cassis, Himbeere, wässrige Blattakkorde</li><li><b>Herznote</b>: Kardamon, Pfingstrose, Freesie</li><li><b>Basisnote</b>: Moschus, weiche Hölzer, Vanille &amp; Karamell</li><li><b>Duftfamilie</b>: blumig, fruchtig, frisch</li></ul>"
107,"Eternity Moment, EdP 30 ml",940429,0088300156009,666.33,women,1,https://www.rossmann.de/de/pflege-und-duft-calvin-klein-eternity-moment-edp-30-ml/p/0088300156009,"Der blumige und feminine Damenduft Calvin Klein Eternity Moment hinterlässt einen nachhaltigen Eindruck und stimuliert die Sinne. In der Kopfnote treten fruchtige Elemente auf der Grundlage von Granatapfelblüten, Litschi und Guave in den Vordergrund. Die süßliche und würzige Basisnote lässt Spuren von Rosenholz, Moschus und Himbeerkaschmir erkennen. Das volle blumige Bouquet entfaltet sich dann in der Herznote. Hier kommen Extrakte aus Pfingstrose, Seerose und Passionsblume zur Geltung. Außerdem werden Essenzen aus Jasmin zur Abrundung hinzugefügt. Insgesamt ist auf diese Weise ein einzigartiger floraler Duft entstanden, der aber auch süße und fruchtige Elemente beinhaltet. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Melone, Himbeere, Litschi, Guave, Granatapfelblüte</li><li><b>Herznote: </b>Passionsblume, Jasmin, Seerose, Pfingstrose</li><li><b>Basisnote: </b>Sandelholz,<b> </b>Moschus, Brasilianisches Rosenholz, Kaschmirholz</li><li><b>Duftfamilie: </b>blumig-frisch</li></ul>"
108,"Diamant, EdP 100 ml",105519,4260609792072,299.0,women,1,https://www.rossmann.de/de/pflege-und-duft-rammstein-diamant-edp-100-ml/p/4260609792072,"DIAMANT - eine würdige Inspiration für einen Duft und der erste Rammstein Duft, der ganz beiläufig als eingängig und 100% alltagstauglich eingestuft werden und in keiner Sammlung fehlen darf. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Galbanum, Ingwer, Eiskalte Salbeiblätter</li><li><b>Herznote: </b>Grapefruit, Yuzu-Schale, Mandarine</li><li><b>Basisnote: </b>Blonde Hölzer, Cristal Amber, Terranol</li><li><b>Duftfamilie: </b>zitrusblütig, grün, kristallklar, mit einem subtilen hellen Rauchakkord</li></ul>"
109,"Cardamon & Tonka, EdT 10 ml",149142,4262401731112,799.0,women,1,https://www.rossmann.de/de/pflege-und-duft-jeanundlen-cardamon-und-tonka-edt-10-ml/p/4262401731112,Spüre die warme Sonne des Orients auf deiner Haut mit dem zarten und würzigen Aroma von Kardamom und Tonka. ,"<ul><li><b>Zielgruppe</b>: unisex</li><li><b>Kopfnote</b>: Sage, Cardamom, Pepper</li><li><b>Herznote</b>: Jasmine, Geranium, Ylang</li><li><b>Basisnote</b>: Balsam, Vanilla, Patchouli, Cedarwood, Tonka</li><li><b>Duftfamilie</b>: holzig warm</li><li><br/> <br/></li><li>praktisches, kleines Format ideal für unterwegs</li><li>hochwertiger Glas Flacon</li><li>schöne FSC-Zertifizierte Verpackung mit Innendruck für mehr Informationen</li><li>Ohne Gedøns: Gedøns sind für Jean&amp;Len Dinge, vor allem Inhaltsstoffe, auf die Gründer Len persönlich einfach gerne verzichtet. Dazu gehören unter anderem Parabene, Silikone und tierische Inhaltsstoffe</li></ul>"
110,"Echt Kölnisch Wasser, EdC 50 ml",534116,4011700740215,139.8,women,1,https://www.rossmann.de/de/pflege-und-duft-no-4711-echt-koelnisch-wasser-edc-50-ml/p/4011700740215,Die klassische Molanusflasche von 4711 Echt Kölnisch Wasser gibt es in vielen verschiedenen Größen - genießen Sie die wohltuende Wirkung des Duftklassikers ganz nach Belieben. ,"<ul><li><b>Zielgruppe</b>: Unisex</li><li><b>Kopfnote</b>: Zitrone, Orange, Bergamotte</li><li><b>Herznote</b>: Lavendel, Rosmarin</li><li><b>Basisnote</b>: Neroli, Petitgrain</li><li><b>Duftfamilie</b>: Zitrus</li></ul>"
111,"Edición Oro, EdP 50 ml",127444,4044794720009,299.8,women,1,https://www.rossmann.de/de/pflege-und-duft-jorge-gonzalez-by-glamour-und-heels-edicion-oro-edp-50-ml/p/4044794720009,"Die goldene Parfum-Edition, Edición Oro, steht für ein glamourös-florales Bouquet aus der honigartig-würzigen Damaszener-Rose, der frisch-fruchtigen Orangenblüte und der blumig-transparenten Herznote Magnolie. Ein selbstbewusst-eleganter und trotzdem nicht zu schwerer Duft, der Frauen „Klasse“ – besser noch – Grazien das „gewissen Etwas“ verleiht. Der „Glamour“ befindet sich im Inneren eines goldenen Plateau High Heel. Durch Drehen des Stiletto kann der Sprühkopf zum Einsatz kommen. Der Flacon kommt in einer edlen Box, der diesem erlesenen Duft seinen gebührenden Rahmen gibt. ","<ul><li><b>Zielgruppe: </b>für Sie  </li><li><b>Kopfnote: </b>Blutorange, Orangenblüte, Zitrone</li><li><b>Herznote: </b>Magnolie, Damaszener-Rose</li><li><b>Basisnote: </b>Sandelholz, Vanille</li><li><b>Duftfamilie: </b>fruchtig-floral</li></ul>"
112,SOLI LIFE TIME W EDT NS 30ML,170651,4011700896011,315.0,women,1,https://www.rossmann.de/de/pflege-und-duft-soliver-soli-life-time-w-edt-ns-30ml/p/4011700896011,"Die Welt ist voll von unbekannten Orten und Abenteuern, die ein ganzes Leben voller Erinnerungen schaffen. Das Wunderbare daran ist jedoch, dass es nicht darauf ankommt, wohin man geht, sondern mit wem man diese Dinge erlebt. Die schönsten Geschichten sind die, die wir gemeinsam schreiben. Wo das Leben beginnt und die Liebe niemals endet. Der Ort, an dem Liebe und Chaos ganz nah beieinander liegen und dein Herz sich ein Leben lang zu Hause fühlt. Familie ist das, was im Leben zählt. Füreinander da zu sein, sich gegenseitig zu unterstützen, sich zu beschützen und zu vertrauen, darum geht es. ",
113,"Cool Water Woman, EdT 30 ml",919166,3414202011820,1049.67,women,1,https://www.rossmann.de/de/pflege-und-duft-davidoff-cool-water-woman-edt-30-ml/p/3414202011820,"Cool, hemmungslos, erfrischend – wie Davidoff Cool Water Woman. Tauchen Sie ein in das Meer endloser Frische und natürlicher Schönheit. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote:</b> Lilie, Zitrone, Calone, schwarze Johannisbeere, Melone, Ananas, Lotos</li><li><b>Herznote</b>: Jasmin, Seerose, Honig, Weißdorn, Rose, Lotos, Maiglöckchen</li><li><b>Basisnote</b>: Vetiver, Pfirsich, Himbeere, Veilchen, Sandelholz, Vanille, Brombeeren, Moschus</li><li><b>Duftfamilie:</b> fruchtig, blumig</li></ul>"
114,"Sun, EdT 30 ml",903394,7422748090014,766.33,women,1,https://www.rossmann.de/de/pflege-und-duft-jil-sander-sun-edt-30-ml/p/7422748090014,"SUN steht für einen unvergleichlichen, sonnenstrahlenden Duftmoment, für das sorglose Gefühl warmer Sommertage auf der Haut und für Lieblingsmomente in der Sonne, die wir wie einen Schatz in uns tragen. Prickelnde, schwungvolle Noten von Bergamotte, schwarzer Johannisbeere und Rosenholz hinweggetragen von einer Brise aus Sommerblüten wie Jasmin, Maiglöckchen, Orangenblüte und Veilchen wirken wie ein Sommermorgen. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Bergamotte, Früchte, Orangenblüte, Zitrone</li><li><b>Herznote: </b>Gartennelke, Heliotrop, Iriswurzel, Maiglöckchen, Rose, Ylang-Ylang</li><li><b>Basisnote: </b>Amber, Benzoe, Moschus, Sandelholz, Styrax, Tonkabohne, Vanille</li><li><b>Duftfamilie: </b>frisch, blumig</li></ul>"
115,"Touch of Woman, EdP 90 ml",869904,5901832062257,99.89,women,1,https://www.rossmann.de/de/pflege-und-duft-la-rive-touch-of-woman-edp-90-ml/p/5901832062257,"Ein faszinierender Duft voller Energie, der durch seine geheimnisvolle Wirkung besticht. Die Komposition eignet sich für moderne, empfindsame Frauen, die in der Lage sind, auf ihre Sinne zu hören. Die Kraft der Frische, die dieses Bukett der aromatischen Noten eröffnet, motiviert zum Tatendrang. Kurz danach entfaltet der Duft die Magie der Jasmin, Orangenblüten und Bittermandeln, die ihre atemberaubende Kraft der Verführung offenbaren. Die Krönung dieser ungewöhnlichen Komposition bildet der stimmige Akkord von Zedernholz und Patschuli mit Vanille, der durch seine Süße inspiriert und auf die Sinne wirkt. TOUCH OF WOMAN ist eine aromatische Berührung der echten Weiblichkeit. ",
116,"Signature Fine, Fine Fragrance Mist 236 ml",018828,0719346643870,38.09,women,1,https://www.rossmann.de/de/pflege-und-duft-christina-aguilera-signature-fine-fine-fragrance-mist-236-ml/p/0719346643870,"Eine Mischung aus Pfingstrosen und Jasminblüten verfeinert mit cremiger Vanille ist manchmal alles, was man tragen muss. ",
117,"Seductive Noir for Women, Fragrance Mist 250 ml",123972,0085715320261,35.96,women,1,https://www.rossmann.de/de/pflege-und-duft-guess-seductive-noir-for-women-fragrance-mist-250-ml/p/0085715320261,"GUESS Seductive Noir für Damen ist ein sinnlicher und geheimnisvoller Duft, der die Marke GUESS perfekt verkörpert. Mit erfrischenden Noten von Bergamotte , Jasmin und Vanille reiht sich dieser Duft optimal in die erfolgreiche Seductive-Linie ein. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Bergamotte, Salbei, Pfingstrose</li><li><b>Herznote: </b>Iris, Jasmin, Maiglöckchen</li><li><b>Basisnote: </b>Vetiver, Velours, Vanille</li><li><b>Duftfamilie: </b>floral, orientalisch</li></ul>"
