,name,id1,id2,price_per_L,gender,page,url,description,other_text
118,"Cedarwood & Bergamot, EdT 10 ml",149145,4262401731099,799.0,women,1,https://www.rossmann.de/de/pflege-und-duft-jeanundlen-cedarwood-und-bergamot-edt-10-ml/p/4262401731099,Erde dich mit dem würzigen und krautigen Aroma von Bergamotte und Zedernholz. ,"<ul><li><b>Zielgruppe</b>: unisex</li><li><b>Kopfnote</b>: Thyme, Rosemary, Lime</li><li><b>Herznote</b>: Freesia, Violet, Clove Bud</li><li><b>Basisnote</b>: Vetiver, Sandalwood, Cedarwood, Musk</li><li><b>Duftfamilie</b>: zitrisch holzig</li><li><br/> <br/></li><li>energiegeladener, warmer Bergamotte-Zedernholz-Duft belebt die Sinne</li><li>praktisches, kleines Format ideal für unterwegs</li><li>hochwertiger Glas Flacon</li><li>schöne FSC-Zertifizierte Verpackung mit Innendruck für mehr Informationen</li><li>Ohne Gedøns: Gedøns sind für Jean&amp;Len Dinge, vor allem Inhaltsstoffe, auf die Gründer Len persönlich einfach gerne verzichtet, dazu gehören unter anderem Parabene, Silikone und tierische Inhaltsstoffe</li></ul>"
119,"All about Eve, EdP 40 ml",921404,3414206015763,787.25,women,2,https://www.rossmann.de/de/pflege-und-duft-joop-all-about-eve-edp-40-ml/p/3414206015763,"Der sinnlich-feminine Duft All about Eve ist die moderne Art, zu verführen. So sündig und verführerisch wie das Paradies, ist das Parfum eine Kreation voller Kontraste: fruchtig-frisch und sinnlich elegant zugleich. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Blumen, Apfel</li><li><b>Herznote:</b> Jasmin, Rose</li><li><b>Basisnote: </b>Vetiver, Vanille</li><li><b>Duftfamilie: </b>blumig, orientalisch</li></ul>"
120,"fidji, EdT 50 ml",107251,3360372009627,499.8,women,2,https://www.rossmann.de/de/pflege-und-duft-guy-laroche-fidji-edt-50-ml/p/3360372009627,"Fidji von Guy Laroche ist so geheimnisvoll und sinnlich wie eine Expedition in eine warme, tropische Inselwelt. Im Auftakt bezaubern florentinische Schwertlilie, Jasmin und Ylang-Ylang. Die würzige, aldehydische Herzote verleiht dem Duft subtile Erotik. Patschuli, Moschus und Ambra in der Basisnote geben ihm seine tropisch-erotische Ausstrahlung. Ein Duft für sehr feminine Frauen, die ihre Wirkung ganz bewusst unterstreichen wollen. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Zitrone, Iris, Hyazinthe, Galbanum, Bergamotte</li><li><b>Herznote:</b> Ylang-Ylang, Veilchen, Rose, Nelke, Jasmin, Iriswurzel</li><li><b>Basisnote:</b> Vetiver, Styrax, Sandelholz, Patchouli, Moschus, Eichenmoos, Amber</li><li><b>Duftfamilie:</b> blumig</li></ul>"
121,"for her, EdT 30 ml",446419,4011700879052,315.0,women,2,https://www.rossmann.de/de/pflege-und-duft-soliver-for-her-edt-30-ml/p/4011700879052,"The moment is ours – s.Oliver For Her & For Him sind eine Ode an die Eleganz im Alltag, an die Sternstunden und herausragenden Glücksmomente. Die facettenreichen Duftkompositionen fangen glitzernde Augenblicke sorgloser Lebensfreude ein, die uns strahlend im Gedächtnis bleiben. Ein Twinkonzept für alle Stilbewussten, die leichtfüßig und beschwingt durchs Leben gehen und den Wert des Besonderen zu schätzen wissen. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Roter Pfeffer, Lychee, Bergamotte</li><li><b>Herznote</b>: Rose, Pfingstrose, Magnolie</li><li><b>Basisnote</b>: Iris, Moschus, Amber</li><li><b>Duftfamilie</b>: blumig, fruchtig</li></ul>"
122,La Rive Shimmer Mist Bright Glow 200ml,137151,5903719641265,22.45,women,2,https://www.rossmann.de/de/pflege-und-duft-la-rive-la-rive-shimmer-mist-bright-glow-200ml/p/5903719641265,"Lerne das vegane BRIGHT GLOW Bodymist kennen und entdecke die Magie der Brillanz dieses eleganten Parfüms auf Deiner Haut! BRIGHT GLOW ist voll von faszinierender und geheimnisvoller Weiblichkeit. Spüre die süßen Akzente von romantischer Vanille und Karamell, umhüllt von funkelnden Partikeln eines Sprühnebels im Farbton des Teerosen-Bouquets. Charme und Eleganz im Duett mit Brillanz - eine perfekte Kombination! ",
123,"Beverly Hills, EdT 30 ml",907897,0715885040378,999.67,women,2,https://www.rossmann.de/de/pflege-und-duft-giorgio-beverly-hills-beverly-hills-edt-30-ml/p/0715885040378,"Blumige Orangen-, Pfirsich-, Aprikosen- und Jasminnoten gepaart mit warmen Akkorden von edlen Hölzern, Vanille und Patschuli unterstreichen die Kraft, genauso wie die Weiblichkeit der Dame! ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Aprikose, Pfirsich, Bergamotte</li><li><b>Herznote: </b>Jasmin, Tuberose, Gardenie, Rose, Ylang-Ylang, Orchidee</li><li><b>Basisnote: </b>Moschus, Eichenmoos, Patchouli, Zeder, Sandelholz, Amber, Vanille</li><li><b>Duftfamilie:</b> blumig</li></ul>"
124,"Magical Essence Passion Woman, EdP 30 ml",158762,4022343071307,999.67,women,2,https://www.rossmann.de/de/pflege-und-duft-harry-potter-magical-essence-passion-woman-edp-30-ml/p/4022343071307,"Magical Essence ""Passion"" ist ein spritziger Duft mit einer rauchig-intensiven Note, der durch die Kopfnote aus Mandarine, Orange, schwarzer Johannisbeere und dem mystischen Rauch des Drachenfeuers - das inspiriert von Weihrauch ist - gekonnt untermalt wird. Veilchen, Zedernholz und balsamische Notenverleihen der Komposition eine warme Atmosphäre, während geheimnisvolle Drachentränen für eine harmonische Mischung aus wässrigen Noten sorgen. Die Basis aus Vanille und Moschus sorgt für eine ausgewogene Balance. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Mandarine, Orange, schwarze Johannisbeere, mystischer Rauch des Drachenfeuers</li><li><b>Herznote:</b> Veilchen, Zedernholz und balsamische Noten</li><li><b>Basisnote:</b> Vanille, Moschus, geheimnisvolle Drachentränen</li><li><b>Duftfamilie:</b> fruchtig</li></ul>"
125,"Violet Noir, EdP 30 ml",040277,0719346235297,466.33,women,2,https://www.rossmann.de/de/pflege-und-duft-christina-aguilera-violet-noir-edp-30-ml/p/0719346235297,"Der neue Duft von Christina Aguilera, Violet Noir, steht für eine sinnliche und selbstbewusste Frau, die mysteriös und nicht zu durchschauen ist. Eine gewagt verführerische Duftkombination aus cremigen Hölzern und verlockenden Blüten-Akkorden, die süchtig macht. ",
126,Addictive Vanilla Intense EdP 30 ml,145804,3760104916511,433.0,women,2,https://www.rossmann.de/de/pflege-und-duft-diana-zur-loewen-addictive-vanilla-intense-edp-30-ml/p/3760104916511,"Addictive Vanilla - Ein Duft von unvergleichlicher Eleganz, der die sanfte Wärme von Vanille mit der berauschenden Tiefe von Amber verbindet. Eine Essenz, die Süße und Sinnlichkeit vereint. Langanhaltend intensiv duftend. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Bergamotte, Mandarine</li><li><b>Herznote:</b> Ingwer, Rosebay</li><li><b>Basisnote: </b>Vanille, Guajakholz, Amber</li><li><b>Duftfamilie:</b> pudrig-fruchtige Vanille</li></ul>"
127,"Pure Sun, EdT 20 ml",090115,4011700338016,749.5,women,2,https://www.rossmann.de/de/pflege-und-duft-betty-barclay-pure-sun-edt-20-ml/p/4011700338016,"Mit einem Gefühl von Sonnenstrahlen auf der Haut lädt der Duft Betty Barclay pure sun dazu ein, in die Schönheit des Sommers einzutauchen und sich das Gefühl von Sand unter den Füßen nach Hause zu holen. Ein Duft, der an türkis-blaues Meer, eine leichte Brise und einen endlosen, goldenen Sandstrand erinnert – was will man mehr? Betty Barclay Pure Sun Eau de Toilette Natural Spray: leichter, blumig-femininer Duft mit sinnlicher Note. Zarte florale Aromen von Diamant-Orchidee, Magnolie und Wüstengold vereint mit frischer Lotusblume, Neroli und rosa Apfelblüte. Warme, cremige Akkorde von Benzoin, Sandelholz und Hinoki-Holz. Betty Barclay Pure Sun: floraler, femininer Duft, der an Sommer - Sonne - Strand erinnert ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Diamant-Orchidee, Magnolie, Wüstengold</li><li><b>Herznote:</b> Lotusblume, Neroli, Rosa Apfelblüte</li><li><b>Basisnote:</b> Benzoin, Sandelholz, Hinoki-Holz</li><li><b>Duftfamilie:</b> blumig, orientalisch, cremig</li></ul>"
128,"Eternity, EdP 50 ml",954037,0088300601301,969.8,women,2,https://www.rossmann.de/de/pflege-und-duft-calvin-klein-eternity-edp-50-ml/p/0088300601301,,"<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote:</b> Zitruspflanzen, grüne Töne, Mandarine, Freesien, echter Salbei</li><li><b>Herznote:</b> Lilie, Nelke, Veilchen, Jasmin, Ringelblume, Maiglöckchen, Rose, Narzissen</li><li><b>Basisnote:</b> Sandelholz, Amber, Patschuli, Moschus, Raublattgewächse</li><li><b>Duftfamilie: </b>blumig-frisch</li></ul>"
129,"Victresse Her, EdP 100 ml",147056,4260609793901,499.9,women,2,https://www.rossmann.de/de/pflege-und-duft-dita-von-teese-victresse-her-edp-100-ml/p/4260609793901,"DITA VON TEESE VICTRESSE EdP 100 ml HER, steht für verführenund erobern. Rosenöl verbindet sich mit Olibanum undschwarzem Pfeffer. Kaschmir, Sandelholz und Amber sorgen füreinen sinnlichen Drydown. ","<ul><li><b>Zielgruppe: </b>Für Sie</li><li><b>Kopfnote: </b>Weihrauchharz, Rosenholz, Schwarzer Pfeffer</li><li><b>Herznote:</b> Guajak Holz, Styrax, Rosenöl</li><li><b>Basisnote:</b> Kaschmirholz, Sandelholz Alba, Ambroxan</li><li><b>Duftfamilie:</b> hell-holzig, incense, harzig, rauchig</li></ul>"
130,"Sun Delight, EdT 30 ml",947282,3414200520010,766.33,women,2,https://www.rossmann.de/de/pflege-und-duft-jil-sander-sun-delight-edt-30-ml/p/3414200520010,,"<ul><li>Natural Spray</li><li>Vaporisateur</li><li>dermatologisch getestet</li><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Passionsfrucht, Reseda, sizilianische Bergamotte</li><li><b>Herznote: </b>Vanille, Frangipani-Blüten, Schokoladen-Akkord</li><li><b>Basisnote: </b>Moschus, kostbare Hölzer,weiße Zeder</li><li><b>Duftfamilie: </b>blumig, orientalisch</li></ul>"
131,"Seductive Noir for Woman, EdT 30 ml",075677,0085715320230,566.33,women,2,https://www.rossmann.de/de/pflege-und-duft-guess-seductive-noir-for-woman-edt-30-ml/p/0085715320230,"Vorhang auf für den glamourösen Duft GUESS SEDUCTIVE NOIR - ein würzig-holziger Duft, der pure Weiblichkeit ausstrahlt! Mit einem Auftakt aus frischer Bergamotte, Salbei und Pfingstrose, gefolgt von einem charmanten Mix aus Iris, Jasmin und Maiglöckchen und einem aufregenden Finale aus Vetiver, Leder und Vanille. Ein warmer, alles umhüllender, floraler Duft, der vom ersten Moment an die Fantasie eines jeden beflügelt, der nur einen Hauch erhaschen kann. ",
132,"1881 pour Femme, EdT 30 ml",907989,0688575007640,933.0,women,2,https://www.rossmann.de/de/pflege-und-duft-cerruti-1881-pour-femme-edt-30-ml/p/0688575007640,"Cerruti 1881 pour Femme Eau de Toilette Vaporisateur, Natural Spray, für sie ",
133,"Cute, EdP 100 ml",045361,5906735232592,89.9,women,2,https://www.rossmann.de/de/pflege-und-duft-la-rive-cute-edp-100-ml/p/5906735232592,"Sei kokett, sei verführerisch, sei… CUTE! Ein eleganter und zugleich zarter Duft mit heller, durchsichtiger Struktur und beeindruckender Tiefe – das ist die Kraft der echten Verführung durch den Stil. Frauen, die sich für diese Komposition entscheiden, verfügen über eine unglaubliche Kraft der Sinnlichkeit und Eigenständigkeit. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Pfingstrose, Freesie, Litschi</li><li><b>Herznote:</b> Rose, Maiglöckchen, Magnolie</li><li><b>Basisnote:</b> Zedernholz, Bernstein</li><li><b>Duftfamilie:</b> elegant, zart</li></ul>"
134,"Versace Red Jeans Woman, EdT 75 ml",936514,8018365270756,299.87,women,2,https://www.rossmann.de/de/pflege-und-duft-versace-versace-red-jeans-woman-edt-75-ml/p/8018365270756,"Versace Red Jeans lädt ein in einen Blumengarten. Wenn Sie nach einem Duft suchen der ein absoluter Wohlfühlgarant ist, sowohl feminin aber auch glamourös ist, dann liegen Sie mit Red Jeans aus dem Hause Versace genau richtig. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Johannisbeere, Freesie, Ylang Ylang</li><li><b>Herznote:</b> Pfingstrose, Jasmin, Veilchen</li><li><b>Basisnote:</b> Sandelholz, Moschus, Vanille</li><li><b>Duftfamilie:</b> blumig</li></ul>"
135,"Cherry Bloom, EdP 50 ml",154988,9120112229227,299.8,women,2,https://www.rossmann.de/de/pflege-und-duft-nature-blossom-cherry-bloom-edp-50-ml/p/9120112229227,"Kirschblüten und Vanille schaffen Assoziationen mit reifen Kirschen, untermalt von tropischen Blüten. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Kirschblüte, Studentenblume</li><li><b>Herznote:</b> Tuberose, Amazonaslilie, Pfingstrose, Heliotrop</li><li><b>Basisnote:</b> Bourbon Vanille, Tolubalsam</li><li><b>Duftfamilie: </b>blumig</li><li>dermatologisch getestet</li><li>100% natürlichen Ursprungs</li><li>ohne Mineralöle, Farb- und Konservierungsstoffe</li><li>vegane Formel</li></ul>"
136,"Ice Touch Woman, EdT 20 ml",164213,3616305169013,449.5,women,2,https://www.rossmann.de/de/pflege-und-duft-mexx-ice-touch-woman-edt-20-ml/p/3616305169013,"Für jeden Tag, für jeden Anlass: Das MEXX ICE TOUCH Woman Eau de Toilette ist ein blumig-frischer Duft für Sie, der sofort gute Laune versprüht. Mit seinen belebenden Noten sorgt er im Handumdrehen für einen Frischekick – ideal für jede Gelegenheit. Besonders im Sommer, bei heißen Temperaturen, begleitet dieser coole Duft perfekt durch den Tag. Die Kopfnote besteht aus aromatischen Brombeeren, rosa Pfeffer und Zitrusfrüchten, die Herznote aus Alpenveilchen, Koriander, Minze und Orangenblüten. Eine Basis aus würzigem Zedernholz, Ambra, Moschus und Himbeeren vervollkommnet dieses frische und belebende Eau de Toilette für Damen. Ein Blickfang ist der edle Flakon aus Milchglas mit einem geprägten Logo. MEXX ICE TOUCH Woman Eau de Toilette stammt aus der MEXX Essentials-Kollektion, einer Reihe vielseitiger Düfte für jeden Anlass – ob fürs Büro, für die Freizeit oder für den Abend. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Brombeere, rosa Pfeffer, Zitrusfrüchte</li><li><b>Herznote: </b>Alpenveilchen, Koriander, Minze, Orangenblüte</li><li><b>Basisnote:</b> Zedernholz, Ambra, Moschus, Himbeere</li><li><b>Duftfamilie: </b>blumig-frisch</li></ul>"
137,"L'Air du Temps, EdT, Travel Spray, 30 ml",946995,3137370049463,999.67,women,2,https://www.rossmann.de/de/pflege-und-duft-nina-ricci-lair-du-temps-edt-travel-spray-30-ml/p/3137370049463,,"<ul><li>Kopfnote: Pfirsich, Bergamotte, Nelke, Rose, Neroli, Rosenholz</li><li>Herznote: Iriswurzel, Rose, Ylang-Ylang, Veilchen, Gardenie, Orchidee, Rosmarin, Nelke, Gewürznelke, Jasmin</li><li>Basisnote: Zeder, Benzoin, Iris, Vetiver, Eichenmoos, Gewürze, Amber, Moschus, Sandelholz</li></ul>"
138,"Inspired Nature Woman, EdP 50 ml",166594,3616304940675,419.8,women,2,https://www.rossmann.de/de/pflege-und-duft-mexx-inspired-nature-woman-edp-50-ml/p/3616304940675,"Mexx bietet ein neues Dufterlebnis für Körper, Geist und Zuhause. Entwickelt, um die Sinne zu erwecken, strahlt die Inspired Nature Kollektion ein Gefühl der inneren Harmonie aus. Das Mexx Inspired Nature Eau de Parfum für Frauen lädt dazu ein, tief durchzuatmen, sich mit dem Hier und Jetzt zu verbinden und den Moment zu genießen. Der floral-fruchtige Duft verleiht ein Gefühl von Ruhe und Gelassenheit und erinnert an einen entspannenden Nachmittagsspaziergang in der Natur. Das stimmungsaufhellende, langanhaltende Eau de Parfum entfaltet blumige Akkorde aus frischen grünen Noten, strahlender Bergamotte und Jasmin, abgerundet mit sanftem Sandelholz. Inspiriert von der Unvollkommenheit der Natur, befindet sich der florale Duft in einem organisch geformten Flakon, der sich wunderbar anfühlt und angenehm in der Hand liegt. Die vegane Formel ist dermatologisch getestet und der Flakon des Eau de Parfums besteht zu 25 % aus recyceltem Glas. ","<ul><li>die Mexx Inspired Nature Kollektion wurde konzipiert, um die Sinne zu erwecken, für ein Gefühl von Ruhe und Gelassenheit</li><li>das Mexx Inspired Nature Eau de Parfum für Frauen ist ein langanhaltender, stimmungsaufhellender Duft aus frischen grünen Noten, Bergamotte und Jasmin, abgerundet mit sanftem Sandelholz</li></ul>"
139,"I am Ideal for Woman, EDP 90ml",134497,5903719642378,99.89,women,2,https://www.rossmann.de/de/pflege-und-duft-la-rive-i-am-ideal-for-woman-edp-90ml/p/5903719642378,"Spüre die fruchtige Energie, die aus den Aromen von süßer Birne und frischer Bergamotte kommt. Dein Optimismus wird durch das blumige Bouquet gestärkt - eine Rosenblüte, die durch die Zartheit ihrer Blütenblätter und ihren ausdrucksstarken Charakter besticht. Lass Dich mit diesem Duft von der Magie des sanft umhüllenden, zarten Jasmin mitreißen. Am Ende dieses Weges triffst Du auf ein elegantes Zusammenspiel aus süßer Vanille und weißem Moschus. Entdecke Dein Potenzial und lass Dich vom LA RIVE I AM IDEAL for woman Duft inspirieren. Erinnere Dich - die Zukunft gehört Dir, mach sie perfekt, genau wie Du! ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Bergamotte, Birne</li><li><b>Herznote: </b>Rose, Jasmin, rosa Pfeffer</li><li><b>Basisnote: </b>Vanille, weißer Moschus, Zedernholz, Patschuli</li><li><b>Duftfamile: </b>blumig, chypre</li></ul>"
140,"pure style, EdT 20 ml",984188,4011700366002,599.5,women,2,https://www.rossmann.de/de/pflege-und-duft-betty-barclay-pure-style-edt-20-ml/p/4011700366002,"Betty Barclay Pure Style ist ein transparenter und puristischer Duft, der dennoch absolut feminin und weich wirkt. Betty Barclay Pure Style fängt wahren Stil in einem feminen, weichen Damenduft ein und inszeniert diesen als passendes Accessoire in der Lifestyle-Welt von Betty Barclay. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Bergamotte, weiße Freesie, weißer Pfirsich</li><li><b>Herznote</b>: Jasmin, Maiglökchen, Magnolie</li><li><b>Basisnote</b>: Ambra, Zedernholz, Moschus</li><li><b>Duftfamilie</b>: blumig, pudrig</li></ul>"
141,"Signature, EdT 60 ml",079543,8005610325507,233.17,women,2,https://www.rossmann.de/de/pflege-und-duft-gabriela-sabatini-signature-edt-60-ml/p/8005610325507,"Attraktiv und erfolgreich! Ein Duft für Frauen, die weibliche Attraktivität und Erfolg so selbstverständlich vereinen, wie es auch Gabriela Sabatini tut. Der lebendig-blumige Duft mit leicht exotischen Nuancen wird untermalt von gefühlvoller Vanille und edlen Hölzern. Selbstbewusste Frauen lieben diesen Duft, der so eigenständig und einprägsam ist wie sie selbst. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Mandarine</li><li><b>Herznote:</b> Jasmin</li><li><b>Basisnote:</b> Sandelholz</li><li><b>Duftfamilie: </b>blumig, orientalisch</li></ul>"
142,"be mindful Woman, EdT 30 ml",032652,4051395141133,283.0,women,2,https://www.rossmann.de/de/pflege-und-duft-tom-tailor-be-mindful-woman-edt-30-ml/p/4051395141133,"Tom Tailor Be Mindful Eau de Toilette Woman verzaubert Sie mit dem frischen Duft von Mandarine und Orange. Eine blumig-süße Mischung aus Maiglöckchen und Pfirsichen erweckt den Zauber des Frühlings. Moschus und Vanille erzeugen einen Hauch von Wärme, der an die ersten Sonnenstrahlen erinnert. ",<ul><li>Natural Spray</li><li>Vaporisateur</li><li>für Sie</li></ul>
